,sample id ,sample id numb,description,description.1,date/time,Bag Label ,Vial Label,Label Color,# of vials,Vial type,Lid type,collected by,received in 395 McCone,notes,Wood/Kim taken,Unnamed: 15,datetime,Sample Id,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD,Si (ppm),Mg (ppm),Ca (ppm),Na (ppm),K (ppm)
115,157 KR,157,ANGELO,3,2010-02-11 10:30:00,"A 20100211 A36-1, 2, 3 1030 JD","A 20100211 A36-1, 2, 3 1030",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-11 10:30:00,157,0.052901152,0.145449491,195.6584418,50.28305942,3151.649449,174.9528601,0.875907303,0.017507418,7.4933433,0.112219456,-5.234983789,0.481271108,20031.36019,262.1379626,3351.554153,10.71831053,166.270167,8.728866615,2107.81031,68.60958912,1879.658225,27.7595192,3158.263951,5.22348695,40.1263248,14.19860568,158.5788242,3.270200893,132.2991703,3.490693671,0.422898277,0.01872337,26.813455,0.090582942,-5611.881183,84.15151783,-4539.054795,23.72567079,5777.450743,62.50539725,5936.594635,79.31592888,0.957300269,0.165783183,7.867337759,0.152409855,0.623083212,0.02837755,-9.443722581,0.170936821,5.75098732,0.673145854,4516.239934,512.8531768,-8.963254773,0.876517179,0.0591989064615,0.0814427659179,0.126583219156,0.460520970768,0.176584981419
117,159 KR,159,ANGELO,3,2010-02-15 10:30:00,"A 20100215 A37-1, 2, 3 1030 JD","A 20100215 A37-1, 2, 3 1030",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-15 10:30:00,159,0.135230441,0.072483135,151.3810801,27.70213079,2584.534339,62.22253201,0.406305487,0.004294272,6.07617272,0.157201938,-3.844694383,0.370978445,24112.64963,718.9263609,2122.947774,117.2099119,189.1743488,105.976031,1130.154993,61.33281451,259.7493591,7.445433959,2380.201149,92.40597152,24.97563811,0.531092884,128.0527554,5.049574908,114.0285979,3.86806596,0.528288775,0.052425437,15.98463659,0.29439456,-5977.028227,266.5812339,-4784.646322,175.9706084,4012.351651,215.038326,4222.856343,45.26147074,0.418005745,0.0,5.58304353,0.335099813,0.272358097,0.047295917,-12.14192903,1.707881799,6.247449495,0.411184993,2093.127129,378.3762515,-5.422521534,1.416293296,0.0317409680559,0.0515876309082,0.0953984620519,0.554349814994,0.0818412707439
119,161 KR,161,ANGELO,3,2010-02-24 10:00:00,"A 20100224 A38-1, 2, 3 1000","A 20100224 A38-1, 2, 3 1000",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-24 10:00:00,161,0.19737183,0.250308426,124.5955063,53.33196117,2322.133487,103.70422,0.464894727,0.0219118,4.049914034,0.205309519,-2.454404976,0.550380406,6146.944126,45.29650631,997.6780097,84.88210434,151.5952594,52.54777702,1040.168189,45.41631387,188.6327872,12.96057022,2074.800389,94.64460878,28.19650679,4.699630093,130.8799209,5.14794325,118.3591636,3.396350599,0.384837825,0.080510492,12.24750305,0.135874412,-3505.856071,195.3093378,-2813.193531,26.54270294,2570.600911,69.46612352,2611.572641,40.66721475,0.587414712,0.003108435,3.617361359,0.335099813,0.16422269,0.066214284,-14.84013549,1.755446827,2.982792773,0.526260657,2849.171208,475.0802464,-4.310780817,0.146086197,0.0292136436722,0.0242435756357,0.0831579995911,0.141318245457,0.111402594233
121,163 KR,163,ANGELO,3,2010-02-28 13:25:00,"A 20100228 A39-1, 2, 3 1325 JD","A 20100228 A39-1, 2, 3 1325 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-28 13:25:00,163,0.230864621,0.022228161,-184.3436402,42.20823368,1175.580942,47.05098871,0.177802107,0.014424351,4.196003087,0.169323533,0.358904058,0.299736145,16469.13523,29.1496648,1888.518446,112.0236326,65.63844221,9.115972874,685.5943964,9.737017445,43.34403385,1.286865129,960.0220956,12.31250495,10.84710722,0.004335452,97.82285288,3.858224983,101.5320597,0.094343072,0.209001592,0.037446741,11.98753467,0.203811619,-2843.219977,5.616752168,-2270.63353,84.83961831,1236.449417,6.639955471,1320.800965,22.62454365,0.2696066,0.034192781,3.453011786,0.101943015,0.232480449,0.018918367,-20.23654839,1.599374078,2.542606342,0.39481244,953.3309267,110.0987554,-1.047946345,0.329312952,0.0192552614201,0.0458909982378,0.0384776855916,0.378625418938,0.037275239234
123,165 KR,165,ANGELO,3,2010-03-02 12:35:00,"A 20100302 A40-1, 2, 3 1235 JD","A 20100302 A40-1, 2, 3 1235",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-02 12:35:00,165,0.016381124,0.075865681,-217.0606006,29.84588984,1767.36142,12.48291537,0.269706855,0.010460407,2.164864939,0.221787313,0.380724207,0.232431697,5901.317952,145.3477012,954.8170639,7.433666978,187.4136977,14.61136368,976.403453,11.63128893,82.7992039,4.136352199,1572.426237,5.720961897,19.22136477,2.050668851,136.0368448,0.636115281,147.7974678,16.6043807,0.441827008,0.052425437,22.47521053,1.42668133,-2366.304202,53.43396911,-1829.802016,4.303799121,1653.647972,2.399365552,1725.906459,18.16650549,0.333037967,0.012433739,1.90999717,0.340146497,0.619785994,0.122969385,-20.23654839,0.52916094,0.711058982,0.118817962,1245.425079,167.1330866,0.532202355,0.074281117,0.0274227791792,0.0232020546528,0.063022843579,0.135671299716,0.0486961205889
125,167 KR,167,ANGELO,3,2010-03-04 08:10:00,"A 20100304 A41-1, 2, 3 0810","A 20100304 A41-1, 2, 3 0810",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-04 08:10:00,167,0.162106342,0.129503201,-125.7056288,27.63067216,2077.66776,88.91676642,0.291786302,0.005725696,6.6803929,0.233340708,0.402544355,0.448947909,34885.75901,790.8468664,3913.710091,337.6267816,102.7235793,1.927940974,889.2186189,22.55800127,75.17596987,1.286865129,1799.992676,58.95078129,15.16588463,0.138734468,143.6529566,3.106253655,152.3250036,4.151095176,0.523923141,0.003744674,23.02671791,0.400074659,-2790.927265,34.3190541,-2211.196967,31.91071421,1654.573898,11.28471659,1769.459126,30.0422238,0.304993001,0.058024114,5.619973441,0.065606891,0.785174845,0.104051018,-20.23654839,0.240797956,0.688060722,0.253072903,1726.104367,139.9024649,0.086952602,0.388737845,0.0249741495211,0.0951031552113,0.0721437064541,0.80202359964,0.0674906807497
127,169 KR,169,ANGELO,3,2010-03-10 12:05:00,"A 20100310 A42-1, 2, 3 1205","A 20100310 A42-1, 2, 3 1205",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-10 12:05:00,169,0.213273285,0.231462811,-35.05015448,48.44895446,2703.485005,162.8540344,0.935577274,0.027417277,12.5390134,0.419710235,0.435274577,0.60708547,61525.3035,1488.531509,7112.5493,568.9348378,202.8494002,8.865492354,1059.648448,27.12042344,624.0342438,14.33935429,2452.042038,6.591543056,30.26543993,0.335997539,155.7473687,1.527988251,160.7558505,1.886861444,0.461409454,0.014978696,13.31035412,1.562555743,-4206.092529,85.26888238,-3361.007851,2.034523221,3177.410105,7.089034585,3391.293349,12.75494251,0.817218019,0.003108435,11.46203789,0.126167098,0.098935162,0.066214284,-20.23654839,0.004459221,1.969222956,0.168871197,4419.794928,539.8779514,-0.153805607,2.456228932,0.0297607564863,0.17283494799,0.098277844883,1.41446672747,0.172813981685
129,173 KR,173,ANGELO,3,2010-03-25 11:10:00,"A 20100325 A44-1, 2, 3 1110","A 20100325 A44-1, 2, 3 1110",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-25 11:10:00,173,0.255963366,0.110657586,32.56158786,4.239879004,2850.208853,107.1610274,0.544616529,0.015195117,12.70328026,0.283058188,0.478914873,0.246673594,57826.94352,2015.394064,7199.614467,208.9206173,162.2366226,1.927940974,1048.824132,9.633063522,415.020217,13.51208385,2615.667688,20.8939478,30.80408216,0.221108058,149.9683524,0.618627575,155.9162805,1.698175299,0.289205488,0.01872337,5.891963914,1.517264272,-4126.008922,64.43801466,-3235.365363,23.81957186,2907.407607,48.07071145,2953.095558,19.93733731,0.440641163,0.058024114,11.25816795,0.211960725,0.004786557,0.100897957,-20.23654839,0.101075685,1.736364074,0.157644303,2426.835028,310.2702906,-0.87841062,1.257826913,0.0294567501593,0.174950631548,0.104835960935,1.32944143152,0.0948892495948
131,175 KR,175,ANGELO,3,2010-03-26 11:50:00,"A 20100326 A45-1, 2, 3 1150","A 20100326 A45-1, 2, 3 1150",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-26 11:50:00,175,0.286765509,0.073449577,124.0442683,25.60601084,3485.197504,148.6427154,0.903609425,0.037327136,15.76864709,0.132958748,0.375206403,0.289727439,66357.71297,683.5409148,9471.379508,470.5684073,306.6727008,6.664299903,1315.489442,28.5873288,248.998233,0.82727044,3257.499145,2.487374738,27.22258288,0.580950583,208.1833093,1.705051267,213.3423304,9.622993363,0.412613509,0.01872337,14.30963711,1.38138986,-4048.929104,39.87594745,-3122.858651,91.5065944,2152.164645,17.48842378,2296.970568,23.50376784,0.81037178,0.006216869,14.68920896,0.158465875,0.150383201,0.075673467,-14.84013549,0.94981416,2.957128535,0.005613447,3200.398709,212.6987975,-1.174136854,0.146086197,0.0369461787233,0.230154522044,0.130560565732,1.52556382118,0.125135589522
133,177 KR,177,ANGELO,3,2010-03-29 13:40:00,"A 20100329 A46-1, 2, 3 1340 JD","A 20100329 A46-1, 2, 3 1340",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-29 13:40:00,177,0.2249194395,0.0550389453496,24.0841526905,20.6605994581,2455.78757,55.5196485474,0.565431345,0.0119366061319,8.3847847465,0.110835211536,0.387495928,0.239836945672,23704.96735,488.675195868,3424.981413,235.769123782,222.87091045,13.0239807216,1315.9839279,17.5951139638,124.3522154,4.94016191017,2163.4638265,22.1879717357,27.866088205,0.17002491333,185.32525375,1.12105283224,191.2662884,3.05014230987,0.240592617,0.0168510335,6.854442786,0.302791162724,-4701.825986,23.0184635736,-3593.0427915,110.42501759,2402.350338,4.51981076369,2469.249663,50.1427833807,0.518656208,0.0704140315612,8.890759035,1.8927310045,0.042314477,0.0773946460945,-16.18923871,0.52546594607,1.055526771,0.579222675705,1895.91306895,192.438594551,0.8404252955,0.839556461139,0.036960066607,0.0832270483359,0.0867116301661,0.544977199377,0.0741302009959
135,179 KR,179,ANGELO,3,2010-03-30 13:00:00,"A 20100330 A47-1, 2, 3 HAIL IN SAMPS. 1300 JD","A 20100330 A47-1, 2, 3 HAIL 1300",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-30 13:00:00,179,0.564241935,0.170093757,173.3472112,9.003787996,4126.597388,150.5631639,0.598309747,0.012001941,21.69571755,0.471700514,0.238767711,0.418528005,109556.6194,985.2795723,12722.75095,1074.07844,214.3066273,6.542854802,1020.562043,35.64464512,79.3055429,4.320190075,3792.507107,49.8718635,24.25194606,5.627416846,157.8988406,3.617769036,164.7349848,6.226642764,0.270434297,0.073021144,8.850906704,2.302316433,-3295.773443,83.04412974,-2638.156947,77.31188239,1642.496489,27.82365882,1745.832167,6.637523479,0.424172183,0.0,21.88580393,0.639919522,0.210736091,0.009459183,-9.443722581,0.441462919,1.423054929,0.249330605,3088.95455,385.3456438,0.561070036,1.760462471,0.0286629952587,0.309162848085,0.152003684849,2.51870668001,0.120778122905
137,181 KR,181,ANGELO,3,2010-04-02 15:00:00,"A 20100402 A48-1, 2, 3 1500 SNOW MELT + RAIN JD","A 20100402 A48-1, 2, 3 1500 SNOW MELT + RAIN",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-04-02 15:00:00,181,0.286690436,0.032859021,118.0581886,11.88595294,2834.5893,133.4711721,0.650369841,0.072011643,11.01139608,0.17737303,0.170548365,0.465060286,43441.51336,261.3192986,5705.886033,59.72864979,265.2673002,3.764798123,1538.768061,26.51980078,87.19058251,0.183837876,2538.310199,21.01831654,17.51235241,0.203766249,171.2322021,3.98719681,177.4272441,4.056752104,0.242537613,0.048680763,10.5636825,0.332137453,-2925.032656,0.229458792,-2355.863883,64.04053092,1449.744636,3.566971248,1490.746614,20.25930674,0.541537324,0.054915679,11.10124218,0.454201554,0.122035257,0.018918367,-6.74551613,1.260473251,0.840357479,0.014033618,1922.707712,150.8417643,1.104312605,0.108945638,0.0432170703772,0.138653030602,0.101735472776,0.998720392146,0.0751778715392
139,183 KR,183,ANGELO,3,2010-04-04 12:40:00,"A 20100404 A49-1, 2, 3 1240 JD +SNOW MELT","A 20100404 A49-1, 2, 3 + SNOW MELT 1240",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-04-04 12:40:00,183,0.205158522,0.124187771,14.61198448,23.31933452,2648.854945,115.418956,0.59792469,0.020920814,10.37062411,0.232299008,0.102329019,0.402645336,41862.52944,521.7415504,5455.581667,375.5730584,385.7300614,0.37951594,1254.695381,0.161706102,71.16826982,1.562621942,2504.483933,17.5359919,22.96085558,0.554937871,261.2241253,2.028573816,266.1648703,9.90602258,0.275042089,0.003744674,6.300217959,0.249103089,-2300.139181,8.609692932,-1853.975718,52.38114785,1562.40535,5.639150589,1656.67028,9.299962934,0.533029067,0.021759043,10.53971996,0.015140052,0.108898195,0.0,-4.047309678,1.128183016,2.443340714,0.083266131,1400.369615,181.4100486,2.051149241,0.869089068,0.0352387471231,0.132570634508,0.100379716035,0.962419551826,0.0547544519465
141,185 KR,185,ANGELO,3,2010-04-07 11:30:00,"A 20100407 A50-1, 2, 3 + SNOW MELT 1130","A 20100407 A50-1, 2, 3 1130 + SNOW MELT",RED,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-04-07 11:30:00,185,0.235570386,0.220831951,-90.21093218,37.8254374,1978.154351,86.42018335,0.406226481,0.024003881,9.107832726,0.149152441,0.424364503,0.292155781,37663.62794,2018.982251,4779.477576,210.4765011,153.0326918,6.611167671,1310.309205,19.25457661,60.43563001,4.871703701,1777.535932,29.47539064,17.71537853,0.825903628,146.0431506,0.891872971,148.9789303,11.69854095,0.211564346,0.011234022,4.762602815,0.241554511,-2435.418016,45.86182898,-1899.424736,39.84535477,1936.96788,52.71547257,2053.257253,24.35822515,0.387625068,0.003108435,7.743945441,0.202876694,0.114117624,0.129275507,-20.23654839,1.547349828,0.173966888,0.542633211,1333.198266,216.7863314,0.857437128,0.621485345,0.036800689177,0.116141305097,0.0712436401546,0.865886806341,0.0521280522006
142,205 KR,205,ANGELO,3,2010-05-25 11:15:00,"A 20110314 A101-1, 2, 3 1300","A 20110314 A101-1, 2, 3 1300",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-05-25 11:15:00,205,4.50972992,0.05330062,229.861618,5.07611324,4234.210966,12.62861227,0.511034656,0.004684323,19.7154052,0.233377234,0.0,0.080165701,66402.48685,9.88734862,8760.390862,79.57634969,354.3857542,7.235841438,1180.53471,18.57595773,683.1889287,8.961616886,4399.982486,3.28614238,0.362613902,0.007036763,309.3103892,0.822122006,302.6796963,10.64364574,0.059846508,0.006223794,0.708001117,0.098202614,569.7757493,22.7082447,679.9726349,15.21958526,1886.775067,4.97446495,1920.227745,2.925174838,0.0,0.0,21.04451021,0.037370635,0.0,0.0,-1.79e-14,0.595157417,9.857686577,0.117187421,16539.32579,847.6035804,-0.721365093,0.916605401,0.0331559075977,0.212877497947,0.176351298039,1.52659317268,0.646687638389
145,208 KR,208,ANGELO,3,2010-05-26 12:05:00,"C 20110315 C102-1, 2, 3 1730","C 20110315 C102-1, 2, 3 1730",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-05-26 12:05:00,208,1.432586132,0.129839574,118.4070566,1.443678353,2368.045926,14.88552169,0.22909483,0.002970685,9.432107763,0.038772517,3.15e-15,0.332702423,19883.11156,67.9279253,3023.429319,10.76411553,215.5245681,2.333412169,802.0429445,22.0713126,374.9575528,11.5977968,2438.451327,36.86879063,0.207361664,0.000161,183.1006919,2.049459087,185.8029568,0.234753735,0.038673412,0.004442346,0.495447577,0.015088422,459.46663,15.71497726,533.7826149,22.88946345,974.0548387,19.73505305,969.3574904,11.35253602,0.0,0.0,9.981106306,0.337499185,0.0,0.0,0.0,1.248591432,5.018228473,0.132704651,7249.19327,321.769857,0.867369429,0.379721925,0.0225257771178,0.0734693324517,0.0977331291862,0.457112734764,0.283443456857
146,209 KR,209,ANGELO,3,2010-06-04 13:20:00,"A 20110316 A103-1, 2, 3 1215","A 20110316 A103-1, 2, 3 1215",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-06-04 13:20:00,209,0.740410754,0.156397668,113.9488536,2.956358669,3791.403901,86.62499979,0.666434426,0.007832635,13.55278441,0.07322099,-3.15e-15,0.269283842,5218.410385,131.413403,2644.356188,87.87218794,252.2212127,1.341548176,662.9225517,2.167811533,1171.691354,3.073218553,3755.686646,45.69109251,0.29511067,0.002887626,195.2754359,1.56414455,192.8412063,9.695772168,0.041168812,0.007576793,4.789633566,0.312253623,579.3919983,35.0741058,675.0898202,15.84226738,908.5230426,3.31346837,895.8477978,10.0500133,0.0,0.0,14.33329364,0.184712392,0.0,0.0,-1.79e-14,0.255926278,7.565948523,0.02149783,20941.67557,1140.129142,2.201182836,1.012864296,0.0186185113258,0.0642578553684,0.150527920772,0.119971254751,0.818819514787
148,211 KR,211,ANGELO,3,2010-06-13 14:05:00,"A 20110318 A104-1, 2, 3 1215 SNOWMELT","A 20110318 A104-1, 2, 3 1215 SNOW",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-06-13 14:05:00,211,2.20762064067,0.121635348224,182.799967923,2.84820784257,8484.35829313,276.565034616,1.40718170367,0.0299016856068,39.4509687063,0.48426316844,-3.15333333333e-15,0.17501379087,13628.602587,183.00008084,5805.133791,47.867428213,634.1367909,2.81515687037,1604.94192153,30.54875036,9510.07932958,141.790047657,8727.70121017,44.8416465535,0.592664816667,0.0056942293667,538.9104159,5.71987629298,549.706861733,5.96714886349,0.0874360143333,0.00504860507454,0.858920701333,0.0410871849627,1337.8462216,25.9957116593,1516.55132113,21.2643292626,883.951889833,3.67074914017,871.7881701,4.4487245921,0.0,0.0,42.402196413,1.43286212399,0.0,0.0,1.19333333333e-14,1.18041675091,24.538669988,0.460357674874,62726.0561591,1252.37312273,-0.0635100596667,0.413556331128,0.0450755963372,0.141064751121,0.349806264503,0.313321573476,2.45258879582
151,214 KR,214,ANGELO,3,2010-09-20 15:00:00,"C 20110319 C105-1, 2, 3 1140 SNOW MELT","C 20110319 C105-1, 2, 3 1140 SNOW",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-09-20 15:00:00,214,4.955018327,0.429724725,867.9974587,10.63702783,34661.84894,380.8688654,11.64202754,0.016502162,144.0404706,3.596923397,-3.15e-15,0.288073229,57346.09537,1267.428939,35191.85026,713.3624674,2252.817126,13.2737018,4898.59562,10.48204419,51983.87481,1168.11131,34881.47874,256.4613189,3.530098518,0.029970779,1166.828395,18.8162969,1186.021854,17.16802783,0.585462528,0.016010485,3.898907455,0.083114191,1663.901194,16.60343044,1902.042901,35.51985017,1367.301929,8.214553276,1317.219345,6.368223786,0.0,0.0,162.3197195,0.560512987,0.0,0.0,3.57e-14,0.044167526,86.37122025,2.09523026,388980.6745,37073.4486,1.307059741,0.174533113,0.137579507286,0.855161961318,1.3980496679,1.31838673256,15.2091443729
152,215 KR,215,ANGELO,3,2010-10-23 14:05:00,"A 20110320 A106-1, 2, 3 1030 SNOW MELT","A 20110320 A106-1, 2, 3 1030 SNOW MELT",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-10-23 14:05:00,215,19.66804774,0.492062475,1384.210472,11.56229766,42914.15386,468.7707271,3.327537844,0.050289863,118.0682944,1.746171809,-3.15e-15,0.143029024,90643.13025,2058.771167,29996.60394,449.726946,5454.063337,181.5236208,6078.097723,139.5850308,15321.07397,189.430681,42103.08063,460.2783322,32.81588798,0.204740366,1446.559615,4.524850396,1443.752499,14.7407628,0.961118094,0.094574611,3.643931165,0.07556998,4036.686843,75.28289599,4336.036525,72.55839743,2690.755253,16.21164086,2651.427717,34.0443447,0.0,0.0,120.4820594,4.776739706,0.0,0.0,0.0,2.829911562,227.946229,5.594365817,197113.8775,10664.32558,0.777905881,1.296736069,0.170706413599,0.728917475742,1.68749147165,2.08388556445,7.70715261025
155,218 KR,218,ANGELO,3,2010-10-25 14:00:00,"20100920C C64-1, 2, 3 1430","C 20100920 C64-1, 2, 3 1430",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-10-25 14:00:00,218,0.919216117,0.074694641,12.29685291,1.124410208,702.1087771,13.98387797,0.094287272,0.002695137,2.314757592,0.12939949,0.0,0.505011145,2262.13314,14.87887034,654.2631295,12.54991983,470.018963,3.539435385,781.9787812,19.53925083,280.3673607,0.055792167,682.49404,6.597679988,0.2636355,0.00052,345.020321,4.587206955,354.0920305,5.044990635,0.060902135,0.008433692,0.618616571,0.007544211,143.7437825,6.617299606,150.3564359,2.210245547,242.7141262,3.330517948,238.3659808,2.960744771,0.0,0.0,2.232535856,0.052263043,0.0,0.0,1.79e-14,1.073884328,4.830295685,0.086112549,1751.916765,93.36483477,0.166508132,0.488447471,0.0219622650594,0.0158985940468,0.0273543611232,0.0520064408886,0.0684999455115
156,219 KR,219,ANGELO,3,2010-10-28 12:45:00,"A 20101023 A65-1, 2, 3 1405","A 20101023 A65-1, 2, 3 ",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-10-28 12:45:00,219,1.326357479,0.192546186,73.63364469,2.367518092,1088.120692,7.207549439,0.06160057,0.00189468,5.443810705,0.119445101,-3.15e-15,0.426492258,24898.98738,526.4984699,2933.696764,112.5777099,124.3921771,6.232956734,333.6544062,3.302374616,67.45603047,0.946142172,1082.317765,1.107231899,0.22284471,0.000271,92.09125099,1.167441965,91.86732993,2.799327551,0.031791457,0.012876038,0.438675853,0.030304713,195.6737938,6.498584109,200.255423,3.317626234,689.3195334,21.65764364,681.929119,9.993342561,0.0,0.0,5.324324283,0.140454018,0.0,0.0,1.79e-14,0.551112578,4.51720588,0.561974295,1360.505429,18.43207358,0.441320579,0.813806624,0.00937085082533,0.0712888313652,0.0433792960212,0.572427719866,0.0531957622739
158,221 KR,221,ANGELO,3,2010-10-29 12:15:00,"A 20101025 A66-1, 2, 3 1400","A 20101025 A66-1, 2, 3 1400",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-10-29 12:15:00,221,0.547758884,0.07451021,-0.967686739,0.397208185,580.5740965,7.694773061,0.053247274,0.003684606,2.011557507,0.172764884,-3.15e-15,0.781478129,716.3144032,11.61922397,391.7973741,2.127040794,188.7540763,1.72846449,385.0986803,2.545731199,86.88579008,1.20650562,564.6278287,0.330137952,0.196432113,0.005759249,202.8140035,0.677819902,203.9892256,4.309724221,0.027108154,0.005772795,0.73369478,0.050252119,180.2258159,11.29099164,186.4163395,1.269574074,456.2957432,7.463201799,448.9795687,11.78058098,0.0,0.0,2.104873733,0.206492538,0.0,0.0,1.79e-14,0.584974349,3.93083495,0.319234697,696.5934814,36.3591771,0.398636492,1.676457995,0.0108156889856,0.00952067619063,0.0226302833743,0.0164680681296,0.0272368051227
160,223 KR,223,ANGELO,3,2010-11-07 13:05:00,"A 20101028 A67-1, 2, 3 1245","A 20101028 A67-1, 2, 3 1245",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-11-07 13:05:00,223,0.518863725,0.035964086,38.40456255,0.560953773,502.5556966,11.26774629,0.033501892,0.001208086,1.969910728,0.039696394,0.0,0.232867048,4007.36247,59.62690223,533.4399563,1.573479375,103.2626907,1.22985178,227.8883657,3.966548328,79.72159068,1.234401703,497.7144613,1.589741213,0.158724918,0.000728,68.69398939,2.394471366,67.31874495,1.381946513,0.026234007,0.007554243,0.698982643,0.052937346,197.1630798,9.618293468,205.4866985,3.592464372,628.6620271,10.24746466,639.0628321,5.924202502,0.0,0.0,1.889407976,0.024712089,0.0,0.0,0.0,1.760934737,3.514420762,0.247507914,629.5332346,51.28177535,-0.155691212,0.12630148,0.00640035869487,0.0129625909381,0.0199483956089,0.0921292631853,0.0246147494729
163,226 KR,226,ANGELO,3,2010-11-10 13:30:00,"C 20101029 C68-1, 2, 3 1235","C 20101029 C68-1, 2, 3 1235",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-11-10 13:30:00,226,2.548594034,0.101806029,150.713872,1.40435081,1495.348164,30.90229822,0.082559339,0.002222605,6.925294221,0.144522286,0.0,0.057465132,40269.70518,308.4327452,3807.678087,115.9862833,196.2489362,0.136418531,387.2693759,0.451091346,194.2765063,1.799297398,1459.562923,16.29357768,0.400650243,0.004714137,136.7035299,5.843568553,135.0210162,0.677685309,0.066259317,0.001781448,2.12431495,0.171087366,219.6939097,8.0104265,233.4350225,9.219433428,1145.575975,22.9061073,1173.388348,5.108505562,0.0,0.0,7.258741723,0.137661692,0.0,0.0,0.0,1.092410151,8.215762324,0.251185174,2531.741815,340.0500399,0.230022199,1.049446764,0.0108766540568,0.0925265775141,0.0584992819538,0.925800522088,0.0989911049665
